Name,Genre,Artist,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence,Liveness
Tunnel Vision,hip hop,Kodak Black,0.497,0.489,-7.724,0.294,0.0576,9.91e-05,0.231,0.122
DNA.,hip hop,Kendrick Lamar,0.636,0.517,-6.759,0.36,0.00402,0.0,0.394,0.0874
Drowning (feat. Kodak Black),hip hop,A Boogie Wit da Hoodie,0.839,0.81,-5.274,0.0568,0.501,0.0,0.814,0.117
Jocelyn Flores,hip hop,XXXTENTACION,0.872,0.391,-9.144,0.242,0.469,4.13e-06,0.437,0.297
Bad and Boujee (feat. Lil Uzi Vert),"hip hop, pop",Migos,0.926,0.666,-5.314,0.244,0.0611,0.0,0.168,0.123
Rake It Up (feat. Nicki Minaj),"hip hop, pop",Yo Gotti,0.91,0.444,-8.126,0.344,0.022,0.0,0.53,0.137
Scared to Be Lonely,"pop, Dance/Electronic",Martin Garrix,0.584,0.54,-7.786,0.0576,0.0895,0.0,0.195,0.261
Mama,"pop, Dance/Electronic",Jonas Blue,0.739,0.792,-4.256,0.0418,0.091,0.0,0.547,0.0516
Solo Dance,"pop, Dance/Electronic",Martin Jensen,0.744,0.836,-2.396,0.0507,0.0435,0.0,0.36,0.194
...Ready For It?,pop,Taylor Swift,0.613,0.764,-6.509,0.136,0.0527,0.0,0.417,0.197
2U (feat. Justin Bieber),"hip hop, pop, Dance/Electronic",David Guetta,0.548,0.65,-5.827,0.0591,0.219,0.0,0.557,0.225
Slippery (feat. Gucci Mane),"hip hop, pop",Migos,0.92,0.675,-5.661,0.263,0.307,0.0,0.749,0.104
There's Nothing Holdin' Me Back,pop,Shawn Mendes,0.857,0.8,-4.035,0.0583,0.381,0.0,0.966,0.0913
Good Life (with G-Eazy & Kehlani),"hip hop, pop",G-Eazy,0.572,0.778,-5.208,0.233,0.00638,0.0,0.54,0.0563
All Night,pop,The Vamps,0.538,0.804,-5.194,0.0358,0.0041,0.0,0.507,0.33
New Rules,pop,Dua Lipa,0.763,0.72,-5.181,0.0691,0.00261,1.11e-05,0.592,0.114
Bodak Yellow,"hip hop, pop",Cardi B,0.929,0.723,-5.792,0.109,0.0672,0.0,0.458,0.346
Skin,R&B,Rag'n'Bone Man,0.564,0.745,-7.733,0.31,0.265,0.0,0.351,0.147
I Would Like,"pop, Dance/Electronic",Zara Larsson,0.486,0.713,-3.949,0.0524,0.0853,0.0,0.297,0.0839
Wild Thoughts (feat. Rihanna & Bryson Tiller),"hip hop, pop",DJ Khaled,0.671,0.672,-3.094,0.0688,0.0329,0.0,0.632,0.118
Congratulations,hip hop,Post Malone,0.63,0.804,-4.183,0.0363,0.215,0.0,0.492,0.253
Without You (feat. Sandro Cavazza),"pop, Dance/Electronic",Avicii,0.662,0.858,-4.844,0.0428,0.00163,0.0,0.295,0.0456
Symphony (feat. Zara Larsson),"pop, Dance/Electronic",Clean Bandit,0.718,0.609,-4.699,0.043,0.281,3.29e-05,0.497,0.234
Chained To The Rhythm,pop,Katy Perry,0.562,0.8,-5.404,0.112,0.0814,0.0,0.471,0.199
Juju on That Beat (TZ Anthem),set(),Zay Hilfigerrr,0.807,0.887,-3.892,0.275,0.00381,0.0,0.78,0.391
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","hip hop, pop, Dance/Electronic",Calvin Harris,0.893,0.745,-3.105,0.0571,0.0642,0.0,0.872,0.0943
T-Shirt,"hip hop, pop",Migos,0.865,0.687,-3.744,0.217,0.242,0.0,0.486,0.158
Rich Love (with Seeb),pop,OneRepublic,0.401,0.872,-3.641,0.314,0.167,0.0,0.472,0.362
Pretty Girl - Cheat Codes X CADE Remix,"rock, pop",Maggie Lindemann,0.703,0.868,-4.661,0.0291,0.15,0.132,0.733,0.104
Glorious (feat. Skylar Grey),"hip hop, pop",Macklemore,0.731,0.794,-5.126,0.0522,0.0323,2.59e-05,0.356,0.112
NUMB,"pop, Dance/Electronic",Hayden James,0.617,0.558,-7.046,0.0431,0.184,1.03e-06,0.4,0.0911
Strip That Down,pop,Liam Payne,0.869,0.485,-5.595,0.0545,0.246,0.0,0.527,0.0765
Passionfruit,"hip hop, pop, R&B",Drake,0.809,0.463,-11.377,0.0396,0.256,0.085,0.364,0.109
Friends (with BloodPop®),pop,Justin Bieber,0.744,0.739,-5.35,0.0387,0.00459,0.0,0.649,0.306
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","pop, Dance/Electronic",ZAYN,0.735,0.451,-8.374,0.0585,0.0631,1.3e-05,0.0862,0.325
Scars To Your Beautiful,"pop, R&B",Alessia Cara,0.319,0.739,-5.74,0.272,0.0285,0.0,0.449,0.111
It's A Vibe,"hip hop, pop",2 Chainz,0.822,0.502,-7.38,0.148,0.0312,0.000887,0.525,0.114
Call on Me - Ryan Riback Remix,"pop, Dance/Electronic",Starley,0.67,0.838,-4.031,0.0362,0.0605,0.000611,0.716,0.159
Weak,rock,AJR,0.673,0.637,-4.518,0.0429,0.137,0.0,0.678,0.184
Lust for Life (with The Weeknd),pop,Lana Del Rey,0.499,0.676,-8.618,0.0582,0.588,0.00484,0.295,0.358
Reggaetón Lento (Remix),"pop, latin",CNCO,0.623,0.909,-3.079,0.0758,0.158,0.0,0.651,0.0972
Middle Of The Night,pop,The Vamps,0.588,0.749,-4.323,0.058,0.0037,0.0,0.397,0.0813
I Feel It Coming,"pop, R&B",The Weeknd,0.773,0.819,-5.946,0.118,0.428,0.0,0.585,0.0679
Paris,"pop, Dance/Electronic",The Chainsmokers,0.653,0.658,-6.428,0.0304,0.0215,1.66e-06,0.219,0.0939
Bounce Back,"hip hop, pop",Big Sean,0.78,0.575,-5.628,0.139,0.106,0.0,0.273,0.129
Mercy,pop,Shawn Mendes,0.561,0.674,-4.882,0.0818,0.118,0.0,0.383,0.111
Lonely Together (feat. Rita Ora),"pop, Dance/Electronic",Avicii,0.655,0.666,-5.309,0.0612,0.134,2.12e-05,0.272,0.0683
No Promises (feat. Demi Lovato),"pop, Dance/Electronic",Cheat Codes,0.741,0.667,-5.445,0.134,0.0575,0.0,0.595,0.106
24K Magic,pop,Bruno Mars,0.818,0.803,-4.282,0.0797,0.034,0.0,0.632,0.153
Homemade Dynamite - REMIX,"pop, Dance/Electronic",Lorde,0.781,0.548,-4.997,0.0764,0.229,0.0,0.175,0.127
It Ain't Me (with Selena Gomez),"pop, Dance/Electronic",Kygo,0.64,0.533,-6.596,0.0706,0.119,0.0,0.515,0.0864
God's Plan,"hip hop, pop, R&B",Drake,0.754,0.449,-9.211,0.109,0.0332,8.29e-05,0.357,0.552
rockstar (feat. 21 Savage),hip hop,Post Malone,0.585,0.52,-6.136,0.0712,0.124,7.01e-05,0.129,0.131
Ric Flair Drip (with Metro Boomin),"hip hop, pop",Offset,0.88,0.428,-8.28,0.206,0.149,5.05e-05,0.333,0.114
Him & I (with Halsey),"hip hop, pop",G-Eazy,0.589,0.731,-6.343,0.0868,0.0534,0.0,0.191,0.308
In My Mind,"pop, Dance/Electronic",Dynoro,0.694,0.77,-5.335,0.149,0.176,1.1e-05,0.163,0.118
Lucid Dreams,hip hop,Juice WRLD,0.511,0.566,-7.23,0.2,0.349,0.0,0.218,0.34
The Middle,"hip hop, pop, Dance/Electronic",Zedd,0.753,0.657,-3.061,0.0449,0.171,0.0,0.437,0.112
FRIENDS,"pop, Dance/Electronic",Marshmello,0.626,0.88,-2.384,0.0504,0.205,0.0,0.534,0.128
I Like It,"hip hop, pop",Cardi B,0.816,0.726,-3.998,0.129,0.099,0.0,0.65,0.372
Moonlight,hip hop,XXXTENTACION,0.921,0.537,-5.723,0.0804,0.556,0.00404,0.711,0.102
no tears left to cry,pop,Ariana Grande,0.699,0.713,-5.507,0.0594,0.04,3.11e-06,0.354,0.294
Mo Bamba,hip hop,Sheck Wes,0.729,0.625,-5.266,0.0315,0.194,0.00986,0.261,0.248
One Kiss (with Dua Lipa),"hip hop, pop, Dance/Electronic",Calvin Harris,0.791,0.862,-3.24,0.11,0.037,2.19e-05,0.592,0.0814
Taste (feat. Offset),"hip hop, pop",Tyga,0.884,0.559,-7.442,0.12,0.0236,0.0,0.342,0.101
SICKO MODE,"hip hop, Dance/Electronic",Travis Scott,0.834,0.73,-3.714,0.222,0.00513,0.0,0.446,0.124
Natural,rock,Imagine Dragons,0.704,0.611,-6.112,0.0409,0.217,0.0,0.22,0.0812
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","hip hop, pop, Dance/Electronic",DJ Snake,0.842,0.801,-4.167,0.228,0.157,4.82e-06,0.617,0.0642
Spotlight,"pop, Dance/Electronic",Marshmello,0.546,0.822,-4.483,0.151,0.0145,0.0,0.615,0.742
Pray For Me (with Kendrick Lamar),"pop, R&B",The Weeknd,0.735,0.677,-4.979,0.093,0.0762,2.17e-05,0.188,0.111
lovely (with Khalid),"pop, Dance/Electronic",Billie Eilish,0.351,0.296,-10.109,0.0333,0.934,0.0,0.12,0.095
Walk It Talk It,"hip hop, pop",Migos,0.907,0.633,-5.145,0.184,0.0876,2.6e-06,0.395,0.106
Solo (feat. Demi Lovato),"pop, Dance/Electronic",Clean Bandit,0.737,0.636,-4.546,0.0437,0.0441,6.66e-05,0.565,0.35
Nonstop,"hip hop, pop, R&B",Drake,0.912,0.412,-8.074,0.123,0.0165,0.0126,0.423,0.104
FEFE,hip hop,6ix9ine,0.931,0.387,-9.127,0.412,0.088,0.0,0.376,0.136
Call Out My Name,"pop, R&B",The Weeknd,0.461,0.593,-4.954,0.0356,0.17,0.0,0.175,0.307
Te Boté - Remix,latin,Nio Garcia,0.903,0.675,-3.445,0.214,0.542,1.28e-05,0.442,0.0595
MotorSport,"hip hop, pop",Migos,0.904,0.518,-5.32,0.183,0.0305,0.0,0.188,0.325
X,latin,Nicky Jam,0.594,0.749,-5.298,0.056,0.0338,0.00106,0.694,0.3
SAD!,hip hop,XXXTENTACION,0.74,0.613,-4.88,0.145,0.258,0.00372,0.473,0.123
Sin Pijama,"pop, latin",Becky G,0.791,0.745,-3.695,0.0464,0.354,2.93e-05,0.82,0.104
"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","hip hop, pop",Machine Gun Kelly,0.653,0.718,-5.232,0.213,0.00413,0.0,0.216,0.0537
GUMMO,hip hop,6ix9ine,0.66,0.775,-4.926,0.172,0.0553,0.0,0.635,0.129
Breathe,"hip hop, pop, Dance/Electronic",Jax Jones,0.722,0.744,-5.52,0.0363,0.0234,0.000157,0.686,0.143
Sick Boy,"pop, Dance/Electronic",The Chainsmokers,0.663,0.577,-7.518,0.0531,0.109,0.0,0.454,0.12
"King's Dead (with Kendrick Lamar, Future & James Blake)","hip hop, pop",Jay Rock,0.645,0.705,-5.008,0.299,0.000813,0.0,0.376,0.128
Plug Walk,"hip hop, pop",Rich The Kid,0.876,0.519,-6.531,0.143,0.202,0.0,0.158,0.108
All The Stars (with SZA),hip hop,Kendrick Lamar,0.698,0.633,-4.946,0.0597,0.0605,0.000194,0.552,0.0926
Everyday,"hip hop, pop",Logic,0.667,0.741,-4.099,0.0378,0.0425,0.0,0.422,0.0761
Tip Toe (feat. French Montana),"hip hop, pop",Jason Derulo,0.845,0.709,-4.547,0.0714,0.0233,0.0,0.62,0.094
God is a woman,pop,Ariana Grande,0.602,0.658,-5.934,0.0558,0.0233,6e-05,0.268,0.237
Powerglide (feat. Juicy J) - From SR3MM,"hip hop, pop",Rae Sremmurd,0.713,0.831,-4.75,0.15,0.0168,0.0,0.584,0.118
German,set(),EO,0.862,0.583,-6.26,0.0654,0.811,1.86e-05,0.852,0.191
Nevermind,pop,Dennis Lloyd,0.6,0.688,-8.339,0.201,0.159,1.29e-05,0.0793,0.409
we fell in love in october,"pop, rock, Dance/Electronic",girl in red,0.566,0.366,-12.808,0.028,0.113,0.181,0.237,0.155
Wolves,pop,Selena Gomez,0.724,0.804,-4.614,0.0448,0.124,0.0,0.306,0.204
Jackie Chan,"pop, Dance/Electronic",Tiësto,0.747,0.834,-2.867,0.045,0.374,0.0,0.687,0.0586
Leave a Light On,"rock, pop",Tom Walker,0.586,0.624,-5.946,0.113,0.0153,1.78e-06,0.267,0.133
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","pop, latin",Sofía Reyes,0.792,0.895,-3.112,0.0589,0.165,0.0,0.794,0.0501
Silence,"pop, Dance/Electronic",Marshmello,0.52,0.761,-3.093,0.0853,0.256,4.96e-06,0.286,0.17
Youngblood,pop,5 Seconds of Summer,0.596,0.854,-5.114,0.463,0.0169,0.0,0.152,0.124
Body (feat. brando),"pop, Dance/Electronic",Loud Luxury,0.752,0.764,-4.399,0.038,0.0476,9.44e-05,0.582,0.0543
For You (Fifty Shades Freed) (& Rita Ora),pop,Liam Payne,0.541,0.787,-4.618,0.0331,0.0167,0.0,0.2,0.157
Let You Down,"hip hop, pop",NF,0.662,0.714,-5.68,0.121,0.312,0.0,0.464,0.179
changes,hip hop,XXXTENTACION,0.669,0.308,-10.068,0.029,0.883,0.0,0.52,0.0984
Corazón (feat. Nego do Borel),latin,Maluma,0.722,0.738,-6.073,0.247,0.328,1.47e-05,0.748,0.198
Bodak Yellow,"hip hop, pop",Cardi B,0.926,0.703,-6.337,0.103,0.0659,0.0,0.485,0.231
Yes Indeed,hip hop,Lil Baby,0.963,0.346,-9.309,0.53,0.0355,0.0,0.562,0.108
Rise,"pop, Dance/Electronic",Jonas Blue,0.687,0.785,-4.65,0.0333,0.327,0.0,0.655,0.203
Flames,"hip hop, pop, Dance/Electronic",David Guetta,0.631,0.649,-5.892,0.0385,0.0817,3.8e-06,0.421,0.0934
Vaina Loca,latin,Ozuna,0.754,0.805,-4.249,0.0752,0.315,0.0,0.555,0.203
How Long,pop,Charlie Puth,0.845,0.561,-5.253,0.0778,0.211,3.49e-06,0.811,0.0383
Better Now,hip hop,Post Malone,0.68,0.578,-5.804,0.04,0.331,0.0,0.341,0.135
Look Alive (feat. Drake),"hip hop, pop",BlocBoy JB,0.922,0.581,-7.495,0.27,0.00104,5.86e-05,0.595,0.105
River (feat. Ed Sheeran),hip hop,Eminem,0.748,0.749,-5.916,0.516,0.142,0.0,0.659,0.0713
Happier,"pop, Dance/Electronic",Marshmello,0.687,0.792,-2.749,0.0452,0.191,0.0,0.671,0.167
Be Alright,pop,Dean Lewis,0.553,0.586,-6.319,0.0362,0.697,0.0,0.443,0.0813
Done for Me (feat. Kehlani),pop,Charlie Puth,0.856,0.632,-3.692,0.074,0.193,0.0,0.697,0.0688
Stir Fry,"hip hop, pop",Migos,0.817,0.816,-5.402,0.269,0.00263,0.0,0.508,0.159
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)","hip hop, pop",YG,0.745,0.346,-7.709,0.331,0.00552,0.0,0.112,0.0881
In My Feelings,"hip hop, pop, R&B",Drake,0.835,0.626,-5.833,0.125,0.0589,6e-05,0.35,0.396
Jumanji,"hip hop, Dance/Electronic",B Young,0.791,0.473,-9.86,0.25,0.279,0.0,0.603,0.0959
The Way I Am,pop,Charlie Puth,0.755,0.769,-5.658,0.186,0.314,2.38e-06,0.642,0.0628
Me Niego (feat. Ozuna & Wisin),"pop, latin",Reik,0.777,0.779,-4.449,0.0972,0.0543,0.0,0.768,0.636
Eastside (with Halsey & Khalid),"hip hop, pop",benny blanco,0.56,0.68,-7.648,0.321,0.555,0.0,0.319,0.116
Échame La Culpa,"pop, latin",Luis Fonsi,0.733,0.892,-3.641,0.0417,0.0376,0.0,0.675,0.137
17,"pop, Dance/Electronic",MK,0.703,0.832,-7.202,0.0689,0.00149,0.127,0.667,0.0696
Anywhere,"hip hop, pop, Dance/Electronic",Rita Ora,0.628,0.797,-3.953,0.0596,0.0364,0.0,0.321,0.104
Answerphone (feat. Yxng Bane),Dance/Electronic,Banx & Ranx,0.671,0.834,-3.928,0.0885,0.0387,0.0,0.454,0.454
Trip,"hip hop, pop, R&B",Ella Mai,0.477,0.61,-5.628,0.144,0.225,0.0,0.358,0.107
Dura,latin,Daddy Yankee,0.783,0.84,-3.416,0.051,0.174,0.0,0.839,0.412
No Brainer,"hip hop, pop",DJ Khaled,0.552,0.76,-4.706,0.342,0.0733,0.0,0.639,0.0865
2002,"pop, Dance/Electronic",Anne-Marie,0.697,0.683,-2.881,0.117,0.0372,0.0,0.603,0.137
Finesse - Remix; feat. Cardi B,pop,Bruno Mars,0.704,0.859,-4.877,0.0996,0.0185,0.0,0.926,0.0215
Let's Fall in Love for the Night,"rock, pop, Dance/Electronic",FINNEAS,0.737,0.408,-7.941,0.104,0.802,0.0,0.374,0.171
The Greatest Show,easy listening,Hugh Jackman,0.417,0.824,-7.36,0.105,0.000239,0.0545,0.4,0.0725
Bad At Love,"pop, Dance/Electronic",Halsey,0.675,0.751,-3.539,0.0296,0.0604,0.0,0.612,0.0893
I'm Upset,"hip hop, pop, R&B",Drake,0.899,0.586,-7.866,0.343,0.279,0.0,0.492,0.0836
Never Be the Same,pop,Camila Cabello,0.637,0.713,-4.333,0.0747,0.181,0.000637,0.243,0.137
Bad Vibe,"pop, Dance/Electronic",M.O,0.813,0.701,-4.428,0.0449,0.178,0.0,0.758,0.0962
IDGAF,pop,Dua Lipa,0.836,0.544,-5.975,0.0943,0.0403,0.0,0.51,0.0824
Miss You (with Major Lazer & Tory Lanez),"pop, rock",Cashmere Cat,0.747,0.641,-4.502,0.0925,0.25,0.00107,0.453,0.106
Mine,"pop, Dance/Electronic",Bazzi,0.71,0.789,-3.874,0.0722,0.0161,2.77e-06,0.717,0.451
Freaky Friday (feat. Chris Brown),"hip hop, pop",Lil Dicky,0.755,0.599,-5.042,0.224,0.147,0.0,0.755,0.109
I Like Me Better,"pop, Dance/Electronic",Lauv,0.752,0.505,-7.621,0.253,0.535,2.55e-06,0.419,0.104
This Feeling,"pop, Dance/Electronic",The Chainsmokers,0.575,0.571,-7.906,0.0439,0.0558,0.0,0.449,0.0912
Girls Like You (feat. Cardi B) - Cardi B Version,pop,Maroon 5,0.851,0.541,-6.825,0.0505,0.568,0.0,0.448,0.13
Love Lies (with Normani),"pop, R&B",Khalid,0.708,0.648,-5.626,0.0449,0.0956,0.0,0.338,0.134
Nice For What,"hip hop, pop, R&B",Drake,0.585,0.909,-6.474,0.0707,0.0891,9.7e-05,0.758,0.119
LOVE. FEAT. ZACARI.,hip hop,Kendrick Lamar,0.8,0.585,-7.343,0.0924,0.264,0.0,0.779,0.153
Psycho (feat. Ty Dolla $ign),hip hop,Post Malone,0.75,0.56,-8.094,0.105,0.546,0.0,0.459,0.111
Old Town Road - Remix,"hip hop, pop",Lil Nas X,0.878,0.619,-5.56,0.102,0.0533,0.0,0.639,0.113
bad guy,"pop, Dance/Electronic",Billie Eilish,0.701,0.425,-10.965,0.375,0.328,0.13,0.562,0.1
Señorita,pop,Shawn Mendes,0.759,0.548,-6.049,0.029,0.0392,0.0,0.749,0.0828
7 rings,pop,Ariana Grande,0.778,0.317,-10.732,0.334,0.592,0.0,0.327,0.0881
Sunflower - Spider-Man: Into the Spider-Verse,hip hop,Post Malone,0.755,0.522,-4.368,0.0575,0.533,0.0,0.925,0.0685
Lost in the Fire (feat. The Weeknd),Dance/Electronic,Gesaffelstein,0.658,0.671,-12.21,0.0363,0.0933,0.000927,0.166,0.115
Without Me,"pop, Dance/Electronic",Halsey,0.752,0.488,-7.05,0.0705,0.297,9.11e-06,0.533,0.0936
Ride It,"pop, Dance/Electronic",Regard,0.88,0.751,-4.258,0.0874,0.177,6.43e-05,0.884,0.106
Shallow,pop,Lady Gaga,0.572,0.385,-6.362,0.0308,0.371,0.0,0.323,0.231
Nothing Breaks Like a Heart (feat. Miley Cyrus),pop,Mark Ronson,0.601,0.794,-5.844,0.0671,0.00987,1.36e-06,0.244,0.388
Someone You Loved,pop,Lewis Capaldi,0.501,0.405,-5.679,0.0319,0.751,0.0,0.446,0.105
All Day And Night,"hip hop, pop, Dance/Electronic",Jax Jones,0.585,0.782,-4.101,0.0897,0.269,0.0,0.521,0.156
Pure Water (with Migos),"hip hop, pop",Mustard,0.682,0.559,-5.545,0.127,0.174,0.0,0.137,0.344
Shotta Flow (feat. Blueface) [Remix],hip hop,NLE Choppa,0.894,0.511,-4.768,0.42,0.0251,0.0,0.568,0.14
ZEZE (feat. Travis Scott & Offset),hip hop,Kodak Black,0.861,0.603,-5.788,0.176,0.0521,0.0,0.504,0.0924
Con Calma,latin,Daddy Yankee,0.737,0.86,-2.652,0.0593,0.11,1.94e-06,0.656,0.0574
Let Me Down Slowly,"rock, pop, Dance/Electronic",Alec Benjamin,0.652,0.557,-5.714,0.0318,0.74,0.0,0.483,0.124
Kill This Love,pop,BLACKPINK,0.738,0.861,-4.141,0.237,0.318,0.00182,0.58,0.325
Clout (feat. Cardi B),"hip hop, pop",Offset,0.919,0.622,-7.384,0.0997,0.228,4.24e-06,0.424,0.122
Piece Of Your Heart,"pop, Dance/Electronic",MEDUZA,0.677,0.744,-6.806,0.0295,0.0404,0.00016,0.631,0.074
Antisocial (with Travis Scott),pop,Ed Sheeran,0.716,0.823,-5.313,0.0495,0.132,0.0,0.91,0.361
SICKO MODE,"hip hop, Dance/Electronic",Travis Scott,0.834,0.73,-3.714,0.222,0.00513,0.0,0.446,0.124
Mad Love,"pop, Dance/Electronic",Mabel,0.631,0.803,-2.974,0.155,0.675,0.0,0.62,0.11
Doin' Time,pop,Lana Del Rey,0.641,0.559,-11.132,0.0355,0.404,0.00402,0.523,0.0937
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)","hip hop, pop, Dance/Electronic",DJ Snake,0.842,0.801,-4.167,0.228,0.157,4.82e-06,0.617,0.0642
Look Back at It,hip hop,A Boogie Wit da Hoodie,0.791,0.587,-5.075,0.0413,0.407,0.0,0.536,0.148
My Type,"hip hop, pop, R&B",Saweetie,0.899,0.811,-6.294,0.258,0.000677,0.0,0.587,0.0672
Ransom,hip hop,Lil Tecca,0.745,0.642,-6.257,0.287,0.0204,0.0,0.226,0.0658
Keisha & Becky - Remix,pop,Russ Millions,0.863,0.471,-9.545,0.478,0.251,0.0,0.644,0.121
lovely (with Khalid),"pop, Dance/Electronic",Billie Eilish,0.351,0.296,-10.109,0.0333,0.934,0.0,0.12,0.095
Don't Call Me Up,"pop, Dance/Electronic",Mabel,0.674,0.881,-2.853,0.147,0.296,3.01e-06,0.234,0.0793
Old Town Road,"hip hop, pop",Lil Nas X,0.907,0.53,-6.112,0.127,0.0578,2.23e-06,0.507,0.101
Going Bad (feat. Drake),"hip hop, pop",Meek Mill,0.889,0.496,-6.365,0.0905,0.259,0.0,0.544,0.252
Wow.,hip hop,Post Malone,0.829,0.539,-7.359,0.208,0.136,1.78e-06,0.388,0.103
Juicy,pop,Doja Cat,0.786,0.658,-2.61,0.0661,0.0856,0.0,0.458,0.0689
Swervin (feat. 6ix9ine),hip hop,A Boogie Wit da Hoodie,0.581,0.662,-5.239,0.303,0.0153,0.0,0.434,0.111
emotions,"hip hop, pop",iann dior,0.63,0.63,-6.211,0.0395,0.0131,0.0,0.163,0.142
Adan y Eva,"hip hop, latin, Dance/Electronic",Paulo Londra,0.767,0.709,-4.47,0.336,0.323,0.0,0.72,0.0745
Money In The Grave (Drake ft. Rick Ross),"hip hop, pop, R&B",Drake,0.831,0.502,-4.045,0.046,0.101,0.0,0.101,0.122
Panini,"hip hop, pop",Lil Nas X,0.703,0.594,-6.146,0.0752,0.342,0.0,0.475,0.123
MIA (feat. Drake),latin,Bad Bunny,0.817,0.539,-6.349,0.0621,0.0141,0.000496,0.158,0.099
Pop Out (feat. Lil Tjay),hip hop,Polo G,0.772,0.639,-7.119,0.467,0.15,0.0,0.261,0.0698
Robbery,hip hop,Juice WRLD,0.685,0.692,-5.122,0.0457,0.328,0.0,0.578,0.153
a lot,hip hop,21 Savage,0.837,0.636,-7.643,0.086,0.0395,0.00125,0.274,0.342
The London (feat. J. Cole & Travis Scott),"hip hop, pop",Young Thug,0.796,0.586,-6.946,0.147,0.0247,0.0,0.179,0.132
China,latin,Anuel AA,0.786,0.808,-3.702,0.0882,0.0846,0.000289,0.609,0.0822
Liar,pop,Camila Cabello,0.74,0.498,-6.684,0.0456,0.0169,0.00282,0.652,0.319
Leave Me Alone,"hip hop, pop",Flipp Dinero,0.792,0.743,-2.806,0.0851,0.107,0.0,0.742,0.183
Money,"hip hop, pop",Cardi B,0.95,0.59,-6.508,0.29,0.00534,0.0,0.219,0.11
"break up with your girlfriend, i'm bored",pop,Ariana Grande,0.726,0.554,-5.29,0.0917,0.0421,0.0,0.335,0.106
Location (feat. Burna Boy),hip hop,Dave,0.812,0.496,-5.969,0.297,0.271,0.0,0.55,0.0955
Sweet but Psycho,pop,Ava Max,0.719,0.704,-4.724,0.0476,0.0691,0.0,0.628,0.166
Don't Start Now,pop,Dua Lipa,0.794,0.793,-4.521,0.0842,0.0125,0.0,0.677,0.0952
Strike a Pose (feat. Aitch),hip hop,Young T & Bugsey,0.531,0.581,-5.801,0.101,0.0107,1.62e-05,0.591,0.101
Giant (with Rag'n'Bone Man),"hip hop, pop, Dance/Electronic",Calvin Harris,0.807,0.887,-4.311,0.0361,0.016,0.000503,0.606,0.0811
Take Me Back to London (feat. Stormzy),pop,Ed Sheeran,0.885,0.762,-5.513,0.216,0.219,0.0,0.605,0.162
Please Me,"hip hop, pop",Cardi B,0.747,0.57,-6.711,0.081,0.0642,0.0,0.65,0.0832
Vossi Bop,"hip hop, Dance/Electronic",Stormzy,0.682,0.653,-6.062,0.339,0.13,0.00116,0.428,0.129
Dance Monkey,pop,Tones And I,0.824,0.588,-6.4,0.0924,0.692,0.000104,0.513,0.149
boyfriend (with Social House),pop,Ariana Grande,0.4,0.795,-3.731,0.461,0.119,0.0,0.702,0.159
Callaita,latin,Bad Bunny,0.61,0.624,-4.773,0.309,0.6,2.12e-06,0.244,0.243
So Am I,pop,Ava Max,0.682,0.656,-4.67,0.0435,0.0737,0.0,0.607,0.353
Calma - Remix,"pop, latin",Pedro Capó,0.826,0.773,-4.218,0.0524,0.323,0.0,0.761,0.143
MIDDLE CHILD,hip hop,J. Cole,0.837,0.364,-11.713,0.276,0.149,0.0,0.463,0.271
Soltera - Remix,"pop, latin",Lunay,0.795,0.783,-4.271,0.0432,0.361,0.0,0.799,0.437
Better,"pop, R&B",Khalid,0.442,0.585,-10.332,0.0964,0.0984,0.391,0.116,0.14
Thotiana,hip hop,Blueface,0.906,0.382,-12.89,0.269,0.18,0.0,0.391,0.113
Suge,hip hop,DaBaby,0.876,0.662,-6.482,0.426,0.0608,0.0,0.844,0.127
Ladbroke Grove,"hip hop, Dance/Electronic",AJ Tracey,0.903,0.839,-9.447,0.208,0.0939,0.0,0.727,0.102
bury a friend,"pop, Dance/Electronic",Billie Eilish,0.905,0.389,-14.505,0.332,0.74,0.162,0.196,0.106
Boy With Luv (feat. Halsey),pop,BTS,0.645,0.862,-4.757,0.0965,0.0923,0.0,0.798,0.192
Boasty (feat. Idris Elba),"hip hop, Dance/Electronic",Wiley,0.887,0.765,-5.207,0.0669,0.00915,0.000872,0.456,0.0907
Only Human,pop,Jonas Brothers,0.795,0.496,-5.883,0.0722,0.108,0.0,0.874,0.0645
Easier,pop,5 Seconds of Summer,0.505,0.428,-5.604,0.221,0.489,0.0,0.618,0.0977
SOS (feat. Aloe Blacc),"pop, Dance/Electronic",Avicii,0.802,0.645,-6.181,0.0715,0.272,0.0,0.376,0.119
EARFQUAKE,hip hop,"Tyler, The Creator",0.554,0.498,-8.866,0.0685,0.23,5.98e-06,0.413,0.795
On A Roll,set(),Ashley O,0.736,0.81,-6.354,0.0906,0.077,0.0,0.387,0.0523
3 Nights,"rock, pop",Dominic Fike,0.815,0.518,-6.594,0.0897,0.223,0.0,0.877,0.104
