Name,Genre,Artist,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence,Liveness
Kiss Kiss,"pop, Dance/Electronic",Holly Valance,0.705,0.717,-4.944,0.125,0.00369,0.461,0.554,0.0701
Round Round,"pop, R&B",Sugababes,0.74,0.845,-3.802,0.0338,0.00287,6.23e-06,0.749,0.115
Tainted Love,"rock, metal",Marilyn Manson,0.622,0.876,-7.779,0.0728,0.00107,1.83e-06,0.537,0.292
What About Us?,"hip hop, pop, R&B",Brandy,0.686,0.698,-2.942,0.223,0.263,0.0,0.748,0.39
Hero (feat. Josey Scott),metal,Chad Kroeger,0.427,0.843,-4.54,0.0364,0.00216,0.0,0.304,0.179
Overprotected - Radio Edit,pop,Britney Spears,0.682,0.894,-1.73,0.0727,0.0381,0.0,0.845,0.416
The Logical Song,"pop, Dance/Electronic",Scooter,0.527,0.933,-6.277,0.0382,0.00112,0.0362,0.493,0.425
4 My People (feat. Eve),"hip hop, pop, R&B",Missy Elliott,0.969,0.701,-7.503,0.156,0.14,0.00161,0.905,0.201
More Than A Woman,"hip hop, pop, R&B",Aaliyah,0.646,0.638,-5.803,0.0787,0.0556,0.0014,0.74,0.182
Full Moon,"hip hop, pop, R&B",Brandy,0.611,0.654,-4.823,0.139,0.372,0.00432,0.609,0.0926
One Love,pop,Blue,0.683,0.722,-4.039,0.0358,0.0243,4.2e-05,0.854,0.35
Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,"hip hop, pop",Busta Rhymes,0.697,0.793,-4.699,0.323,0.0844,0.0,0.56,0.0619
A New Day Has Come - Radio Remix,pop,Céline Dion,0.574,0.691,-5.103,0.035,0.0826,1.65e-05,0.195,0.149
Nessaja,"pop, Dance/Electronic",Scooter,0.486,0.904,-6.642,0.0364,0.000748,0.0984,0.118,0.187
Gangsta Lovin',"hip hop, pop, R&B",Eve,0.723,0.84,-3.523,0.0608,0.0619,0.0,0.827,0.0945
Move Bitch,"hip hop, pop",Disturbing Tha Peace,0.777,0.751,-5.692,0.133,0.245,0.0,0.191,0.1
"My Neck, My Back (Lick It)","pop, R&B",Khia,0.859,0.625,-4.234,0.13,0.0296,0.0,0.71,0.0537
Oops (Oh My) [feat. Missy Elliott],"hip hop, pop, R&B",Tweet,0.66,0.536,-8.786,0.29,0.233,0.00669,0.775,0.111
Spinning Around,"pop, Dance/Electronic",Kylie Minogue,0.761,0.662,-7.645,0.0548,0.292,6.19e-05,0.631,0.0956
Hot In Herre,"hip hop, pop, R&B",Nelly,0.956,0.745,-4.753,0.12,0.206,0.0,0.912,0.0615
Anyone of Us (Stupid Mistake),pop,Gareth Gates,0.7,0.72,-6.061,0.0261,0.285,0.0,0.654,0.0845
Dirrty (feat. Redman),pop,Christina Aguilera,0.64,0.889,-3.073,0.322,0.107,0.0,0.436,0.339
Uh Huh,"hip hop, pop, R&B",B2K,0.855,0.681,-4.955,0.0688,0.0881,3.7e-06,0.908,0.0592
Freak Like Me,"pop, R&B",Sugababes,0.517,0.919,-3.451,0.0925,0.0996,1.81e-06,0.387,0.557
Days Go By,Dance/Electronic,Dirty Vegas,0.786,0.853,-8.274,0.0688,0.0499,0.0872,0.309,0.35
What's Luv? (feat. Ja-Rule & Ashanti),"hip hop, pop",Fat Joe,0.835,0.707,-5.074,0.0598,0.0219,2.19e-05,0.919,0.108
Just A Little,pop,Liberty X,0.786,0.614,-6.554,0.0574,0.00616,0.0,0.742,0.049
Hella Good,"rock, pop",No Doubt,0.771,0.665,-3.954,0.035,0.0135,0.0123,0.844,0.0903
Luv U Better,"hip hop, pop, R&B",LL Cool J,0.668,0.806,-3.9,0.239,0.232,0.0,0.721,0.18
Can't Stop,rock,Red Hot Chili Peppers,0.618,0.938,-3.442,0.0456,0.0179,0.0,0.875,0.167
Halfcrazy,"pop, R&B",Musiq Soulchild,0.412,0.77,-6.057,0.18,0.462,1.5e-06,0.418,0.0485
Gimme the Light,"hip hop, pop",Sean Paul,0.778,0.761,-5.529,0.0525,0.141,4.61e-05,0.923,0.0441
I Love You,"hip hop, pop, R&B",Faith Evans,0.489,0.757,-4.062,0.0926,0.00981,0.0,0.567,0.234
Down 4 U,pop,Charli Baltimore,0.64,0.59,-7.442,0.32,0.252,0.0,0.519,0.665
Love at First Sight,"pop, Dance/Electronic",Kylie Minogue,0.603,0.774,-6.066,0.0428,0.0288,0.051,0.48,0.0533
Nothin',"hip hop, pop",N.O.R.E.,0.791,0.863,-6.118,0.151,0.317,1.13e-06,0.742,0.27
Unchained Melody,pop,Gareth Gates,0.368,0.426,-8.049,0.0277,0.255,5.39e-06,0.208,0.108
I Need a Girl (Pt. 1) [feat. Usher & Loon],"hip hop, pop",Diddy,0.66,0.707,-5.758,0.208,0.397,0.0,0.761,0.211
Nu Flow,pop,Big Brovaz,0.783,0.726,-8.718,0.106,0.0903,2.53e-06,0.784,0.363
Hey Baby,"rock, pop",No Doubt,0.705,0.872,-3.557,0.125,0.0602,0.0,0.746,0.228
Baby,"hip hop, pop, R&B",Ashanti,0.567,0.58,-5.757,0.223,0.0084,5.37e-06,0.46,0.0342
Murder On The Dancefloor,"pop, Dance/Electronic",Sophie Ellis-Bextor,0.734,0.848,-5.285,0.0309,0.00312,1.16e-05,0.863,0.313
Like I Love You,pop,Justin Timberlake,0.853,0.811,-4.927,0.0646,0.0439,0.000307,0.9,0.0703
Rainy Dayz,"pop, R&B",Mary J. Blige,0.412,0.667,-6.997,0.229,0.195,0.0,0.533,0.305
Caught in the Middle,pop,A1,0.519,0.874,-5.122,0.034,0.0524,0.0,0.572,0.243
Cleanin' Out My Closet,hip hop,Eminem,0.908,0.758,-4.753,0.174,0.0687,0.0,0.87,0.0783
Happy,"hip hop, pop, R&B",Ashanti,0.727,0.515,-6.553,0.0289,0.241,3.74e-06,0.695,0.124
Born to Try,pop,Delta Goodrem,0.542,0.589,-6.813,0.0284,0.246,0.0,0.336,0.188
Get the Party Started,pop,P!nk,0.802,0.903,-3.267,0.046,0.0011,0.0,0.96,0.173
A Woman's Worth,"pop, R&B",Alicia Keys,0.652,0.41,-8.323,0.158,0.333,0.0,0.495,0.064
Gotta Get Thru This - D'N'D Radio Edit,pop,Daniel Bedingfield,0.838,0.764,-5.076,0.0586,0.0862,0.000122,0.924,0.0906
Clocks,"rock, pop",Coldplay,0.577,0.749,-7.215,0.0279,0.599,0.0115,0.255,0.183
Work It,"hip hop, pop, R&B",Missy Elliott,0.884,0.677,-5.603,0.283,0.0778,0.0,0.584,0.0732
If Tomorrow Never Comes,"pop, rock",Ronan Keating,0.555,0.496,-6.136,0.028,0.333,0.0,0.27,0.0956
Still Fly,"hip hop, pop",Big Tymers,0.675,0.607,-3.538,0.162,0.0302,8.97e-06,0.56,0.339
My Sacrifice,"pop, rock, metal",Creed,0.32,0.88,-6.035,0.0504,0.000101,4.31e-06,0.257,0.076
Always On Time,"hip hop, pop, R&B",Ja Rule,0.839,0.706,-6.104,0.199,0.208,0.0,0.839,0.242
Foolish,"hip hop, pop, R&B",Ashanti,0.665,0.695,-5.763,0.0532,0.347,0.0,0.707,0.106
Sk8er Boi,pop,Avril Lavigne,0.487,0.9,-4.417,0.0482,6.79e-05,0.0,0.484,0.358
Heaven,pop,DJ Sammy,0.571,0.953,-5.601,0.0548,0.0011,0.000606,0.601,0.226
"I'm Not a Girl, Not Yet a Woman",pop,Britney Spears,0.534,0.543,-6.857,0.0245,0.579,0.0,0.418,0.112
Oh Boy,"hip hop, pop",Cam’ron,0.754,0.767,-5.586,0.145,0.0216,0.0,0.828,0.172
By the Way,rock,Red Hot Chili Peppers,0.451,0.97,-4.938,0.107,0.0264,0.00355,0.198,0.102
A Little Less Conversation - JXL Radio Edit Remix,"rock, easy listening",Elvis Presley,0.597,0.97,-5.972,0.0502,0.000385,0.205,0.717,0.133
The Tide Is High - Radio Mix,pop,Atomic Kitten,0.783,0.649,-4.127,0.0322,0.0209,0.00482,0.665,0.067
Girlfriend,pop,*NSYNC,0.745,0.807,-5.191,0.0884,0.0887,1.49e-05,0.858,0.0283
Somethin' Stupid,"pop, rock",Robbie Williams,0.654,0.515,-12.185,0.0261,0.429,5.62e-06,0.677,0.174
Hands Clean,"pop, Folk/Acoustic",Alanis Morissette,0.513,0.82,-5.428,0.0299,0.00192,2.83e-06,0.52,0.504
U Don't Have to Call,"hip hop, pop, R&B",Usher,0.793,0.568,-4.958,0.0459,0.0478,3.57e-05,0.806,0.0304
One Last Breath - Radio Version,"pop, rock, metal",Creed,0.38,0.725,-6.094,0.0365,0.00571,0.00015,0.202,0.3
Here Is Gone,"pop, rock",The Goo Goo Dolls,0.338,0.685,-5.178,0.0322,0.00052,0.000512,0.221,0.109
She Hates Me,"rock, metal",Puddle Of Mudd,0.58,0.748,-5.433,0.0323,0.00935,0.0,0.584,0.753
Rollout (My Business),"hip hop, pop",Ludacris,0.921,0.668,-8.73,0.235,0.0949,0.0,0.892,0.592
Crossroads - Radio Edit,set(),Blazin' Squad,0.661,0.746,-5.153,0.042,0.109,0.0,0.502,0.325
Wasting My Time,"rock, pop, metal",Default,0.443,0.769,-5.529,0.0312,0.00138,0.0,0.17,0.0677
All You Wanted,"pop, Folk/Acoustic",Michelle Branch,0.499,0.72,-9.101,0.0286,0.00466,0.00303,0.652,0.122
If You're Not The One,pop,Daniel Bedingfield,0.688,0.538,-7.608,0.0292,0.504,0.0,0.27,0.111
Escape,"pop, latin",Enrique Iglesias,0.776,0.844,-5.305,0.0297,0.0277,0.000244,0.868,0.135
Blurry,"rock, metal",Puddle Of Mudd,0.432,0.936,-4.537,0.0562,0.00691,0.0,0.499,0.14
In My Place,"rock, pop",Coldplay,0.424,0.588,-5.455,0.0278,0.0553,4.95e-06,0.193,0.298
The Whole World (feat. Killer Mike),"hip hop, pop",Outkast,0.814,0.852,-6.176,0.401,0.0958,1.32e-06,0.717,0.0288
Don't Let Me Get Me - Radio Edit,pop,P!nk,0.624,0.85,-4.754,0.0756,0.00234,0.0,0.615,0.0621
In Da Club,"hip hop, pop",50 Cent,0.899,0.713,-2.752,0.366,0.255,0.0,0.777,0.0708
Get Busy,"hip hop, pop",Sean Paul,0.735,0.824,-4.143,0.036,0.615,0.0,0.726,0.158
"Lose Yourself - From ""8 Mile"" Soundtrack",hip hop,Eminem,0.686,0.735,-4.616,0.264,0.00921,0.00066,0.0596,0.342
Crazy In Love (feat. Jay-Z),"pop, R&B",Beyoncé,0.646,0.77,-6.596,0.226,0.00249,0.0,0.681,0.0715
Big Yellow Taxi,"rock, pop",Counting Crows,0.669,0.873,-4.315,0.0494,0.00204,0.0,0.827,0.137
Where Is The Love?,"hip hop, pop",Black Eyed Peas,0.835,0.687,-3.18,0.184,0.101,0.0,0.828,0.132
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,"hip hop, pop, R&B",Jennifer Lopez,0.845,0.768,-5.448,0.188,0.00733,5.04e-06,0.96,0.0575
Shut Up,"hip hop, pop",Black Eyed Peas,0.81,0.714,-3.966,0.243,0.0637,0.0,0.561,0.237
All The Things She Said,pop,t.A.T.u.,0.527,0.834,-5.767,0.0474,0.0411,0.00599,0.381,0.105
Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz,"pop, Dance/Electronic",Benny Benassi,0.793,0.698,-3.626,0.104,0.163,0.145,0.339,0.0745
I Know What You Want (feat. Flipmode Squad),"hip hop, pop",Busta Rhymes,0.648,0.759,-4.315,0.306,0.0142,0.0,0.518,0.648
Mundian to Bach Ke,"World/Traditional, hip hop",Panjabi MC,0.778,0.879,-4.951,0.0371,0.399,0.792,0.942,0.15
Scandalous - U.S. Radio Edit,"pop, Dance/Electronic",Mis-Teeq,0.734,0.668,-3.935,0.0349,0.0526,0.0,0.651,0.0925
03' Bonnie & Clyde,hip hop,JAY-Z,0.759,0.678,-5.148,0.314,0.23,0.0,0.327,0.15
P.I.M.P.,"hip hop, pop",50 Cent,0.712,0.772,-3.024,0.346,0.0521,4.35e-06,0.848,0.0368
Superstar,pop,Jamelia,0.801,0.645,-6.93,0.0356,0.0457,0.0,0.824,0.0357
Faint,"rock, metal",Linkin Park,0.554,0.978,-3.554,0.131,0.111,0.0,0.594,0.0731
X Gon' Give It To Ya,"hip hop, pop",DMX,0.761,0.899,-3.09,0.183,0.0135,0.0,0.673,0.0719
Bring Me To Life,metal,Evanescence,0.331,0.943,-3.188,0.0698,0.00721,2.06e-06,0.296,0.242
Hole In The Head,"pop, R&B",Sugababes,0.785,0.933,-4.629,0.0309,0.0303,0.0,0.962,0.137
Rise & Fall (feat. Sting),"hip hop, pop, R&B",Craig David,0.405,0.589,-7.51,0.0586,0.252,0.0,0.808,0.661
I Hate Everything About You,"rock, metal",Three Days Grace,0.498,0.83,-5.157,0.0421,0.00461,0.0,0.453,0.139
Get Low,"hip hop, pop",Lil Jon & The East Side Boyz,0.78,0.604,-8.019,0.0396,0.022,0.0,0.12,0.194
"Bump, Bump, Bump (feat. P. Diddy)","hip hop, pop, R&B",B2K,0.835,0.68,-6.02,0.21,0.1,0.0,0.889,0.049
Suga Suga,"hip hop, pop, R&B, latin",Baby Bash,0.662,0.748,-3.041,0.268,0.688,8.43e-06,0.535,0.0841
Miss You - Main,"hip hop, pop, R&B",Aaliyah,0.602,0.34,-9.867,0.0375,0.618,0.0,0.511,0.234
Me Against the Music (feat. Madonna) - LP Version / Video Mix,pop,Britney Spears,0.804,0.836,-6.635,0.089,0.32,0.0,0.85,0.213
Sorry Seems To Be The Hardest Word,pop,Blue,0.564,0.6,-6.814,0.0305,0.183,2.19e-06,0.442,0.38
Lost Without You,pop,Delta Goodrem,0.581,0.747,-6.682,0.0283,0.0365,1.69e-06,0.514,0.193
Rock Your Body,pop,Justin Timberlake,0.892,0.714,-6.055,0.141,0.201,0.000234,0.817,0.0521
Seven Nation Army,"rock, blues",The White Stripes,0.741,0.469,-7.627,0.0805,0.00601,0.447,0.313,0.306
Damn! (feat. Lil' Jon) - Club Mix,"hip hop, pop",Youngbloodz,0.772,0.724,-5.799,0.307,0.0149,0.0,0.518,0.355
Baby Boy (feat. Sean Paul),"pop, R&B",Beyoncé,0.655,0.488,-9.17,0.22,0.0825,1.16e-06,0.791,0.221
Magic Stick,"hip hop, pop, R&B",Lil' Kim,0.849,0.498,-7.872,0.272,0.116,4.49e-05,0.502,0.268
Can't Hold Us Down (feat. Lil' Kim),pop,Christina Aguilera,0.859,0.658,-4.481,0.192,0.0326,0.00181,0.538,0.0651
Someday,"rock, metal",Nickelback,0.455,0.858,-5.659,0.0391,0.000616,0.000247,0.597,0.226
U Make Me Wanna - Radio Edit,pop,Blue,0.6,0.736,-6.228,0.0329,0.325,0.0,0.848,0.137
Rain On Me,"hip hop, pop, R&B",Ashanti,0.606,0.699,-3.103,0.0337,0.343,1.89e-06,0.509,0.0757
Headstrong,"rock, metal",Trapt,0.492,0.896,-5.819,0.117,0.000172,2.78e-06,0.534,0.189
Sunrise,"rock, R&B, Folk/Acoustic, pop",Simply Red,0.791,0.733,-5.123,0.029,0.00189,0.201,0.917,0.0859
"Never Leave You (Uh Oooh, Uh Oooh)","pop, R&B",Lumidee,0.811,0.657,-6.197,0.362,0.0391,0.712,0.777,0.0798
Sound Of The Underground,"pop, Dance/Electronic",Girls Aloud,0.568,0.867,-5.861,0.0365,0.00344,4.67e-05,0.88,0.328
Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster,"hip hop, pop, R&B",Nelly,0.527,0.808,-4.749,0.295,0.176,0.0,0.907,0.169
Make Luv,Dance/Electronic,Room 5,0.883,0.887,-4.92,0.116,0.0111,0.63,0.648,0.0367
Be Faithful,hip hop,Fatman Scoop,0.649,0.713,-6.488,0.295,0.000787,0.0,0.629,0.318
Behind Blue Eyes,metal,Limp Bizkit,0.595,0.489,-6.66,0.0271,0.497,0.0,0.0902,0.119
Too Lost In You,"pop, R&B",Sugababes,0.586,0.705,-4.904,0.0287,0.0485,0.0,0.459,0.15
"Wanksta - From ""8 Mile"" Soundtrack","hip hop, pop",50 Cent,0.802,0.863,-3.552,0.2,0.0199,0.0,0.873,0.141
Frontin' (feat. Jay-Z) - Club Mix,"hip hop, pop",Pharrell Williams,0.894,0.404,-5.913,0.13,0.453,1.57e-06,0.759,0.0801
Right Thurr,"hip hop, pop, R&B",Chingy,0.866,0.749,-3.977,0.253,0.15,0.0,0.891,0.0614
Sing For The Moment,hip hop,Eminem,0.668,0.824,-4.164,0.137,0.0017,3.05e-06,0.185,0.0426
The Jump Off (feat. Mr. Cheeks) - Remix,"hip hop, pop, R&B",Lil' Kim,0.853,0.752,-8.831,0.339,0.178,4.65e-06,0.935,0.0553
My Love Is Like...Wo - Main Mix,"pop, R&B",Mýa,0.831,0.695,-6.491,0.109,0.194,1.24e-05,0.722,0.309
21 Questions,"hip hop, pop",50 Cent,0.646,0.813,-3.846,0.299,0.349,9.37e-05,0.895,0.0427
Air Force Ones,"hip hop, pop, R&B",Nelly,0.784,0.459,-9.74,0.317,0.0847,0.0,0.618,0.079
Gossip Folks (feat. Ludacris),"hip hop, pop, R&B",Missy Elliott,0.707,0.538,-5.264,0.505,0.362,0.0,0.439,0.317
Jump,"pop, Dance/Electronic",Girls Aloud,0.658,0.826,-6.031,0.0346,0.00189,0.00275,0.795,0.0492
Pretty Green Eyes - Radio Edit,"pop, Dance/Electronic",Ultrabeat,0.553,0.775,-10.284,0.043,0.212,0.0,0.51,0.0728
Fighter,pop,Christina Aguilera,0.435,0.92,-1.357,0.201,0.235,0.000353,0.45,0.552
Don't Wanna Try,"hip hop, pop, R&B",Frankie J,0.655,0.433,-7.577,0.0348,0.444,0.0,0.199,0.221
Beautiful,"hip hop, pop",Snoop Dogg,0.893,0.74,-4.936,0.132,0.299,0.0,0.963,0.0881
Say Yes,"hip hop, pop, R&B",Floetry,0.747,0.398,-12.932,0.0743,0.211,1.42e-06,0.428,0.113
In Those Jeans,"hip hop, pop, R&B",Ginuwine,0.691,0.541,-5.873,0.0776,0.508,0.0,0.319,0.0753
Danger! High Voltage - Soulchild Radio Mix,rock,Electric Six,0.66,0.698,-4.722,0.0302,1.92e-05,0.166,0.511,0.0517
Sweet Dreams My LA Ex - Radio Edit,"pop, Dance/Electronic",Rachel Stevens,0.85,0.862,-3.587,0.138,0.0733,0.00144,0.908,0.0936
Stand Up,"hip hop, pop",Ludacris,0.751,0.84,-4.855,0.349,0.367,0.0,0.801,0.0916
I Can,hip hop,Nas,0.837,0.885,-3.914,0.182,0.103,0.0,0.694,0.0666
When I'm Gone,"pop, rock, metal",3 Doors Down,0.53,0.768,-5.611,0.0284,0.00385,0.0,0.374,0.103
How You Gonna Act Like That,"hip hop, pop, R&B",Tyrese,0.733,0.521,-3.657,0.0457,0.107,0.0,0.525,0.0692
Cry Me a River,pop,Justin Timberlake,0.624,0.654,-6.582,0.183,0.577,0.0,0.564,0.104
Mandy,pop,Westlife,0.447,0.636,-5.08,0.0278,0.254,9.25e-05,0.376,0.11
It's My Life,"rock, pop",No Doubt,0.612,0.735,-5.074,0.0282,0.00202,0.00118,0.783,0.328
Angel,"pop, R&B",Amanda Perez,0.638,0.54,-6.849,0.0473,0.506,0.0,0.352,0.157
Excuse Me Miss,hip hop,JAY-Z,0.714,0.862,-5.531,0.286,0.0305,0.0,0.887,0.0884
Clocks,"rock, pop",Coldplay,0.577,0.749,-7.215,0.0279,0.599,0.0115,0.255,0.183
Stole,"hip hop, pop, R&B",Kelly Rowland,0.649,0.718,-4.984,0.0594,0.00676,4.26e-06,0.477,0.174
Work It,"hip hop, pop, R&B",Missy Elliott,0.884,0.677,-5.603,0.283,0.0778,0.0,0.584,0.0732
Rock Wit U (Awww Baby),"hip hop, pop, R&B",Ashanti,0.71,0.797,-3.006,0.0582,0.408,0.0,0.849,0.16
Move Your Feet,pop,Junior Senior,0.747,0.904,-2.623,0.0803,0.046,0.106,0.846,0.203
Like a Stone,"rock, metal",Audioslave,0.614,0.568,-5.477,0.0276,0.00797,0.0,0.516,0.0997
Like Glue,"hip hop, pop",Sean Paul,0.757,0.78,-5.038,0.319,0.0811,0.0,0.59,0.113
Put That Woman First,"pop, R&B",Jaheim,0.649,0.536,-8.804,0.132,0.492,0.0,0.513,0.184
All I Have (feat. LL Cool J),"hip hop, pop, R&B",Jennifer Lopez,0.701,0.669,-5.265,0.107,0.271,0.0,0.446,0.158
So Gone,"pop, R&B",Monica,0.618,0.552,-6.863,0.0981,0.176,0.0,0.586,0.252
White Flag,pop,Dido,0.512,0.525,-6.823,0.0401,0.327,3.3e-06,0.294,0.081
The Seed (2.0),hip hop,The Roots,0.758,0.957,-2.281,0.0357,0.039,0.0,0.966,0.133
Holidae In,"hip hop, pop, R&B",Chingy,0.81,0.791,-5.909,0.181,0.0893,0.0,0.948,0.0838
Can't Let You Go (feat. Mike Shorey & Lil' Mo),"hip hop, pop, R&B",Fabolous,0.646,0.6,-6.569,0.458,0.231,0.0,0.811,0.0794
Miss Independent,"pop, R&B",Kelly Clarkson,0.656,0.615,-6.359,0.137,0.0769,0.000415,0.592,0.0706
Mesmerize,"hip hop, pop, R&B",Ja Rule,0.769,0.646,-6.653,0.199,0.0566,0.0,0.433,0.406
Unwell,"pop, rock",Matchbox Twenty,0.256,0.788,-5.263,0.0403,0.0298,0.0,0.429,0.707
The Way You Move (feat. Sleepy Brown),"hip hop, pop",Outkast,0.871,0.597,-4.932,0.0464,0.126,0.000113,0.635,0.0638
Into You (feat. Tamia),"hip hop, pop, R&B",Fabolous,0.546,0.538,-7.886,0.0523,0.233,0.0,0.58,0.118
Meant to Live,"rock, pop",Switchfoot,0.397,0.903,-4.577,0.0457,0.00575,1.6e-06,0.556,0.362
If You're Not The One,pop,Daniel Bedingfield,0.688,0.538,-7.608,0.0292,0.504,0.0,0.27,0.111
Lifestyles of the Rich & Famous,"rock, metal",Good Charlotte,0.62,0.93,-3.685,0.0374,0.00043,0.0,0.609,0.0686
No Letting Go,"hip hop, R&B",Wayne Wonder,0.496,0.819,-5.656,0.0444,0.0479,0.000215,0.317,0.177
Reptilia,rock,The Strokes,0.489,0.649,-5.11,0.0336,0.000603,0.713,0.77,0.101
I'm with You,pop,Avril Lavigne,0.457,0.406,-7.462,0.0291,0.08,0.0,0.208,0.117
Leave Right Now,pop,Will Young,0.641,0.445,-8.674,0.0368,0.145,0.0,0.383,0.108
Yeah! (feat. Lil Jon & Ludacris),"hip hop, pop, R&B",Usher,0.894,0.791,-4.699,0.112,0.0183,0.0,0.583,0.0388
This Love,pop,Maroon 5,0.712,0.862,-4.612,0.0378,0.0525,0.0,0.809,0.093
Toxic,pop,Britney Spears,0.774,0.838,-3.914,0.114,0.0249,0.025,0.924,0.242
Hey Ya!,"hip hop, pop",Outkast,0.727,0.974,-2.261,0.0664,0.103,0.000532,0.965,0.174
The Reason,"pop, rock, metal",Hoobastank,0.472,0.671,-4.649,0.029,0.0129,0.0,0.0681,0.159
Left Outside Alone,pop,Anastacia,0.663,0.746,-3.567,0.0321,0.0697,0.0,0.325,0.0929
Gasolina,latin,Daddy Yankee,0.857,0.801,-6.499,0.0618,0.332,1.2e-06,0.753,0.0789
Let's Get It Started - Spike Mix,"hip hop, pop",Black Eyed Peas,0.785,0.799,-2.208,0.126,0.117,0.0,0.797,0.292
Dragostea Din Tei,pop,O-Zone,0.809,0.965,-3.947,0.0427,0.177,0.0,0.672,0.0577
Lean Back,hip hop,Terror Squad,0.783,0.916,-3.344,0.415,0.11,0.0,0.695,0.0746
Sick and Tired,pop,Anastacia,0.598,0.868,-4.552,0.0373,0.00908,0.0,0.47,0.279
What You Waiting For?,"pop, R&B",Gwen Stefani,0.676,0.948,-2.557,0.0628,0.0509,8.19e-06,0.731,0.384
Only U - No Intro,"hip hop, pop, R&B",Ashanti,0.601,0.621,-5.576,0.0434,0.0374,1.75e-06,0.278,0.188
In the Shadows,metal,The Rasmus,0.6,0.796,-4.481,0.0275,0.000109,5.2e-05,0.75,0.484
I Like That,"hip hop, pop",Houston,0.797,0.502,-3.925,0.0968,0.0154,0.0,0.385,0.1
Naughty Girl,"pop, R&B",Beyoncé,0.735,0.466,-8.65,0.0857,0.239,6.24e-06,0.643,0.102
Numb,"rock, metal",Linkin Park,0.496,0.863,-4.153,0.0381,0.0046,0.0,0.243,0.639
On Fire,"hip hop, pop",Lloyd Banks,0.759,0.825,-4.289,0.22,0.0923,0.00057,0.429,0.24
Locked Up,pop,Akon,0.818,0.579,-4.475,0.101,0.023,0.0,0.354,0.107
My Band,"hip hop, pop, rock",D12,0.851,0.849,-3.383,0.0828,0.497,2.05e-06,0.844,0.116
Eyes On You - Radio Mix,"hip hop, pop, R&B",Jay Sean,0.802,0.672,-4.971,0.0847,0.0775,0.0,0.619,0.136
I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,pop,Mario Winans,0.833,0.515,-5.0,0.0462,0.347,0.00156,0.4,0.116
Lose My Breath,"pop, R&B",Destiny's Child,0.814,0.899,-5.958,0.0637,0.00727,0.219,0.545,0.0979
Call on Me - Radio Mix,"pop, Dance/Electronic",Eric Prydz,0.597,0.837,-6.518,0.375,0.00427,0.00115,0.447,0.839
Goodies (feat. Petey Pablo),"pop, R&B",Ciara,0.826,0.647,-6.306,0.0491,0.0277,1.52e-06,0.872,0.298
Trick Me,"pop, R&B, Dance/Electronic",Kelis,0.97,0.72,-3.347,0.149,0.0369,0.000389,0.962,0.326
Headsprung,"hip hop, pop, R&B",LL Cool J,0.718,0.786,-5.76,0.0284,0.0114,2.5e-05,0.465,0.0745
Black Betty - Edit,rock,Spiderbait,0.562,0.865,-6.476,0.0922,2.06e-05,0.591,0.35,0.219
Amazing,set(),George Michael,0.805,0.754,-6.825,0.0394,0.0884,1.77e-06,0.88,0.117
My Prerogative,pop,Britney Spears,0.749,0.938,-4.423,0.118,0.0127,1.96e-06,0.619,0.103
Move Ya Body,"pop, R&B",Nina Sky,0.87,0.712,-6.313,0.0432,0.0202,0.000331,0.877,0.0576
Suga Suga,"hip hop, pop, R&B, latin",Baby Bash,0.662,0.748,-3.041,0.268,0.688,8.43e-06,0.535,0.0841
Freek-A-Leek,"hip hop, pop",Petey Pablo,0.737,0.697,-3.716,0.254,0.0756,0.0,0.662,0.359
Dirt Off Your Shoulder,hip hop,JAY-Z,0.779,0.655,-7.147,0.318,0.0319,2.63e-06,0.645,0.339
La Camisa Negra,"pop, latin",Juanes,0.751,0.731,-4.419,0.0308,0.0838,0.0,0.973,0.0556
Nobody's Home,pop,Avril Lavigne,0.348,0.907,-3.66,0.0497,0.000516,0.0,0.177,0.161
Radio,"pop, rock",Robbie Williams,0.607,0.874,-5.409,0.0349,0.00331,0.0494,0.846,0.26
Hey Mama,"hip hop, pop",Black Eyed Peas,0.86,0.866,-6.345,0.232,0.104,1.42e-06,0.933,0.584
Salt Shaker,"hip hop, pop",Ying Yang Twins,0.884,0.697,-6.022,0.128,0.0509,0.0,0.322,0.094
Not In Love - Radio Mix,"pop, latin",Enrique Iglesias,0.762,0.885,-5.096,0.0395,0.0371,0.0,0.886,0.0519
Milkshake,"pop, R&B, Dance/Electronic",Kelis,0.881,0.774,-6.068,0.0439,0.00986,0.0346,0.759,0.206
Breaking the Habit,"rock, metal",Linkin Park,0.579,0.849,-5.218,0.0303,0.108,0.0,0.581,0.0909
Leave (Get Out) - Radio Edit,"hip hop, pop, R&B",JoJo,0.656,0.513,-8.691,0.253,0.156,6.45e-05,0.464,0.0763
Dip It Low,"hip hop, pop, R&B",Christina Milian,0.752,0.722,-4.207,0.104,0.0108,0.000536,0.612,0.0753
Read Your Mind,"pop, R&B",Avant,0.755,0.381,-6.696,0.0711,0.291,5.13e-06,0.695,0.0974
